Admission_Year,Gender,Age,HSC_Passing_Year,Program,Semester,Meritorious_Scholarship,Use_Transport,Daily_Study_Hours,Study_Seats,Learning_Mode,Use_Smartphone,Has_PC,Daily_Social_Media_Hours,English_Proficiency,Attendance_Pct,Fell_Probation,Got_Suspension,Attends_Consultancy,Skills,Daily_Skill_Dev_Hours,Interested_Area,Relationship_Status,CoCurriculum_Activities,Living_With,Health_Issues,Previous_SGPA,Physical_Disabilities,Current_CGPA,Completed_Credits,Monthly_Family_Income,Income_Group,Age_Group
2022,Male,19,2020.0,BCSE,4,Yes,No,8,8,Offline,Yes,Yes,2,Basic,100,No,No,Yes,"Data entry,  Data collection,  Google docs, Google sheets",1,"Software, NETWORKING",Single,Yes,Bachelor,No,2.74,No,3.37,11.0,10000.0,<50K,18-20
2021,Male,20,2020.0,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,2,Advance,70,No,No,Yes,Programming,2,"Software, Artificial Intelligence",Single,No,Family,Yes,2.45,No,2.95,25.0,50000.0,50K-100K,18-20
2021,Female,20,2020.0,BCSE,3,Yes,Yes,4,3,Offline,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,3,Software,Married,Yes,Family,No,3.47,No,3.2,23.0,50000.0,50K-100K,18-20
2019,Male,21,2018.0,BCSE,11,No,Yes,0,1,Offline,Yes,Yes,1,Intermediate,85,No,No,No,"Programming, Web development skill(Frontend), Cyber security, Networking",1,"Software, Hardware, NETWORKING, Cyber security",Single,No,Bachelor,No,2.53,No,3.05,115.0,37000.0,<50K,21-22
2021,Female,23,2019.0,BCSE,3,Yes,Yes,1,1,Offline,Yes,No,3,Basic,50,Yes,No,Yes,Photographey,1,Software,Single,Yes,Family,Yes,2.56,No,2.72,26.0,45000.0,<50K,23-24
2021,Female,20,2020.0,BCSE,3,Yes,Yes,2,2,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,1,"NETWORKING, UI/UX",Single,No,Bachelor,No,3.19,Yes,2.73,24.0,40000.0,<50K,18-20
2019,Female,22,2018.0,BCSE,11,No,Yes,6,3,Offline,Yes,Yes,2,Basic,98,No,No,No,Programming,2,Machine Learning / Deep Learning,Single,No,Family,No,3.1,No,3.07,107.0,50000.0,50K-100K,21-22
2021,Male,21,2020.0,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,5,Intermediate,95,No,No,No,Programming,2,"Software, Hardware, NETWORKING",Single,Yes,Bachelor,No,3.28,No,3.0,25.0,70000.0,50K-100K,21-22
2022,Female,21,2020.0,BCSE,1,Yes,Yes,1,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Programming,0,Software,Single,No,Family,No,0.0,No,0.0,11.0,35000.0,<50K,21-22
2021,Female,21,2019.0,BCSE,3,Yes,No,3,1,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,"Programming, Web development skill(Frontend)",1,NETWORKING,Single,No,Bachelor,No,3.75,No,3.7,24.0,50000.0,50K-100K,21-22
2021,Male,20,2020.0,BCSE,4,No,No,1,1,Online,Yes,Yes,3,Intermediate,90,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,"Software, Machine Learning / Deep Learning",Single,Yes,Family,No,3.85,No,3.92,34.0,40000.0,<50K,18-20
2021,Female,21,2020.0,BCSE,2,Yes,No,3,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,3.18,No,3.18,11.0,30000.0,<50K,21-22
2019,Female,24,2018.0,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development skill(Frontend),2,Data Science,Married,No,Family,No,3.39,No,3.4,128.0,50000.0,50K-100K,23-24
2021,Female,20,2020.0,BCSE,2,No,No,3,1,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,2.98,No,3.38,25.0,60000.0,50K-100K,18-20
2021,Female,21,2020.0,BCSE,2,No,No,9,2,Offline,Yes,Yes,3,Intermediate,97,Yes,No,No,Programming,5,Software,Single,No,Family,No,3.7,No,3.37,23.0,50000.0,50K-100K,21-22
2018,Female,23,2017.0,BCSE,2,No,Yes,1,1,Offline,Yes,Yes,2,Advance,80,Yes,No,Yes,Programming,2,Machine Learning / Deep Learning,Married,No,Family,No,3.25,No,2.95,130.0,40000.0,<50K,23-24
2021,Female,22,2020.0,BCSE,5,No,No,2,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.1,No,3.18,48.0,50000.0,50K-100K,21-22
2022,Female,21,2020.0,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,1,"Software, Hardware, Artificial Intelligence",Single,No,Family,No,3.7,No,3.7,12.0,120000.0,100K-200K,21-22
2021,Female,19,2020.0,BCSE,3,Yes,Yes,2,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.61,No,3.74,25.0,40000.0,<50K,18-20
2021,Male,22,2017.0,BCSE,3,Yes,No,2,1,Online,Yes,Yes,0,Intermediate,70,No,No,No,Programming,1,"Software, Hardware, Machine Learning / Deep Learning",Single,No,Family,No,3.01,No,3.22,23.0,70000.0,50K-100K,21-22
2021,Female,21,2020.0,BCSE,3,No,Yes,2,2,Offline,Yes,Yes,5,Basic,80,No,No,No,Programming,2,"Software, Artificial Intelligence",Single,No,Family,Yes,3.26,No,3.36,23.0,40000.0,<50K,21-22
2016,Male,25,2016.0,BCSE,3,Yes,No,1,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,"Web development skill(Frontend), Multi Tasking",2,"Software, Machine Learning / Deep Learning, Data Science",Single,Yes,Bachelor,No,3.6,No,3.72,130.0,300000.0,>200K,25+
2021,Male,20,2019.0,BCSE,3,No,No,2,3,Offline,Yes,Yes,5,Basic,100,No,No,No,Programming,3,Artificial Intelligence,Single,No,Bachelor,Yes,3.12,No,3.01,23.0,50000.0,50K-100K,18-20
2022,Female,20,2020.0,BCSE,1,Yes,No,4,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Software  Development skill,2,"Software, NETWORKING",Single,Yes,Bachelor,No,5.0,No,3.93,11.0,50000.0,50K-100K,18-20
2021,Male,20,2020.0,BCSE,3,Yes,No,5,3,Online,Yes,Yes,6,Advance,95,Yes,No,No,Programming,1,"Software, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,3.0,No,3.55,23.0,150000.0,100K-200K,18-20
2020,Male,22,2018.0,BCSE,6,Yes,Yes,1,1,Online,Yes,Yes,3,Basic,80,No,No,No,Web development skill(Frontend),1,Software,Single,No,Family,No,2.79,No,3.15,50.0,40000.0,<50K,21-22
2021,Female,22,2020.0,BCSE,4,No,No,2,1,Offline,Yes,No,3,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Bachelor,No,3.83,No,3.4,25.0,40000.0,<50K,21-22
2018,Male,26,2018.0,BCSE,12,Yes,Yes,3,1,Online,Yes,Yes,2,Advance,100,No,No,Yes,"Web development skill(Frontend), Networking",3,"Hardware, NETWORKING",Single,No,Family,No,3.58,No,3.27,130.0,40000.0,<50K,25+
2021,Female,21,2020.0,BCSE,3,Yes,Yes,3,1,Offline,Yes,Yes,4,Basic,100,No,No,Yes,Web development skill(Backend),2,NETWORKING,Single,No,Family,No,3.39,No,3.19,25.0,70000.0,50K-100K,21-22
2021,Male,20,2020.0,BCSE,3,Yes,No,3,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,"Programming, Web development skill(Backend), Cyber security",2,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,3.38,No,3.37,23.0,25000.0,<50K,18-20
2021,Female,19,2020.0,BCSE,3,Yes,No,3,3,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Web development skill(Backend),1,Data Science,Single,No,Bachelor,Yes,3.03,No,3.15,23.0,30000.0,<50K,18-20
2022,Male,20,2020.0,BCSE,1,No,No,3,1,Offline,No,Yes,1,Intermediate,100,No,No,Yes,nothing in this serial,1,Cyber Security,Married,Yes,Family,No,2.74,No,3.37,87.0,40000.0,<50K,18-20
2021,Male,21,2020.0,BCSE,3,Yes,Yes,1,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,1,"Software, NETWORKING, Artificial Intelligence",Single,Yes,Family,No,3.65,No,3.7,30.0,40000.0,<50K,21-22
2019,Female,22,2019.0,BCSE,9,No,Yes,3,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development skill(Frontend),1,"Hardware, Machine Learning / Deep Learning",Single,No,Family,Yes,3.18,No,2.69,90.0,30000.0,<50K,21-22
2020,Male,24,2017.0,BCSE,8,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,70,No,No,No,"Programming, Mechine Learning",3,"Machine Learning / Deep Learning, Data Science",In a relationship,Yes,Family,No,2.56,No,3.38,90.0,30000.0,<50K,23-24
2021,Male,20,2020.0,BCSE,3,Yes,No,2,2,Offline,No,Yes,12,Basic,90,No,No,No,learner,0,"Software, Hardware, Data Science",Single,No,Family,Yes,2.94,No,3.1,24.0,45000.0,<50K,18-20
2021,Female,19,2020.0,BCSE,3,No,No,3,2,Offline,Yes,Yes,4,Intermediate,75,Yes,No,Yes,Programming,2,"Software, NETWORKING, Artificial Intelligence",Single,No,Family,No,2.36,No,2.88,23.0,80000.0,50K-100K,18-20
2022,Male,21,2021.0,BCSE,2,Yes,No,3,2,Online,Yes,No,5,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.8,No,3.8,11.0,50000.0,50K-100K,21-22
2021,Male,22,2020.0,BCSE,3,Yes,No,0,0,Offline,Yes,Yes,15,Basic,80,Yes,No,No,Programming,0,Software,Single,No,Bachelor,No,1.53,No,2.43,23.0,30000.0,<50K,21-22
2020,Female,21,2019.0,BCSE,7,No,Yes,2,2,Online,Yes,Yes,5,Intermediate,80,No,No,Yes,"Programming, Web development skill(Backend)",3,UI/UX,In a relationship,No,Family,No,3.0,No,2.91,90.0,35000.0,<50K,21-22
2021,Female,20,2020.0,BCSE,3,No,Yes,2,1,Offline,Yes,No,5,Basic,80,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,2.32,No,2.66,23.0,40000.0,<50K,18-20
2021,Female,21,2019.0,BCSE,3,Yes,No,0,0,Offline,Yes,Yes,12,Advance,50,No,No,Yes,No skill,0,NETWORKING,In a relationship,Yes,Family,Yes,3.37,No,3.37,87.0,50000.0,50K-100K,21-22
2021,Female,22,2020.0,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Backend),1,Machine Learning / Deep Learning,Single,Yes,Bachelor,Yes,2.89,No,3.37,24.0,50000.0,50K-100K,21-22
2021,Female,21,2019.0,BCSE,3,Yes,Yes,2,3,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,2,Software,Single,No,Family,No,3.17,No,3.37,24.0,40000.0,<50K,21-22
2021,Female,20,2020.0,BCSE,3,Yes,Yes,2,2,Offline,Yes,Yes,5,Basic,100,Yes,No,No,Programming,1,Software,Single,No,Family,Yes,2.26,No,2.31,20.0,35000.0,<50K,18-20
2022,Female,21,2020.0,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,2,Basic,99,No,No,No,Programming,1,"Software, Hardware, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,3.65,No,3.65,12.0,35000.0,<50K,21-22
2021,Female,22,2019.0,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,5,Intermediate,96,No,No,Yes,Programming,30,Machine Learning / Deep Learning,Single,No,Family,No,3.03,No,3.02,25.0,49000.0,<50K,21-22
2020,Male,22,2018.0,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,4,Basic,80,No,No,Yes,"Web development skill(Backend), Web development skill(Frontend)",0,"Software, Hardware, NETWORKING, Data Science, Security Analyst",Single,No,Bachelor,Yes,3.93,No,3.44,53.0,15000.0,<50K,21-22
2019,Female,22,2018.0,BCSE,9,No,Yes,4,3,Offline,Yes,Yes,2,Advance,80,No,No,Yes,Programming,2,Data Science,Single,Yes,Family,No,3.0,No,3.09,105.0,2000000.0,>200K,21-22
2022,Female,20,2021.0,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,3,Basic,98,No,No,Yes,"Programming, Software  Development skill",0,"Software, Hardware, NETWORKING",Single,No,Family,No,0.0,No,0.0,0.0,40000.0,<50K,18-20
2021,Female,21,2020.0,BCSE,3,Yes,Yes,3,4,Offline,Yes,Yes,1,Basic,99,No,No,Yes,Programming,1,Software,Single,No,Family,No,2.94,No,3.03,23.0,50000.0,50K-100K,21-22
2021,Male,21,2019.0,BCSE,3,Yes,Yes,8,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,3,Software,In a relationship,Yes,Family,No,3.93,No,3.95,25.0,50000.0,50K-100K,21-22
2021,Male,21,2019.0,BCSE,3,Yes,Yes,1,1,Online,Yes,Yes,2,Intermediate,85,No,No,No,Programming,2,Data Science,Single,Yes,Family,Yes,3.86,No,3.84,24.0,50000.0,50K-100K,21-22
2022,Male,20,2020.0,BCSE,3,No,Yes,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Programming,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Family,No,2.93,No,2.84,26.0,30000.0,<50K,18-20
2021,Male,20,2020.0,BCSE,4,Yes,No,5,3,Online,Yes,Yes,1,Intermediate,80,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.06,No,3.08,36.0,60000.0,50K-100K,18-20
2021,Male,21,2019.0,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,No,"Programming, Web development skill(Frontend)",1,Software,Single,Yes,Family,No,3.17,No,3.53,25.0,30000.0,<50K,21-22
2021,Male,20,2020.0,BCSE,3,Yes,No,8,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,2,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,No,3.98,No,3.86,23.0,20000.0,<50K,18-20
2021,Female,21,2020.0,BCSE,4,No,Yes,6,1,Offline,Yes,No,2,Intermediate,97,Yes,No,Yes,Programming,3,Software,Single,Yes,Family,No,3.39,No,2.8,20.0,40000.0,<50K,21-22
2022,Male,21,2019.0,BCSE,2,Yes,No,5,3,Offline,Yes,Yes,4,Basic,90,Yes,No,Yes,Programming,3,Software,Single,Yes,Bachelor,No,3.83,No,3.83,11.0,20000.0,<50K,21-22
2020,Male,22,2019.0,BCSE,8,No,No,3,1,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Programming,2,"Software, Hardware, Machine Learning / Deep Learning",Single,No,Bachelor,No,3.64,No,3.74,87.0,50000.0,50K-100K,21-22
2021,Male,20,2020.0,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Cyber security,Single,No,Family,No,2.96,No,3.38,25.0,25000.0,<50K,18-20
2020,Male,22,2019.0,BCSE,6,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,100,Yes,No,Yes,Programming,2,"Software, NETWORKING, Machine Learning / Deep Learning",Single,Yes,Bachelor,No,2.25,No,3.37,60.0,30000.0,<50K,21-22
2021,Female,20,2018.0,BCSE,3,Yes,Yes,1,2,Online,Yes,Yes,5,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.49,No,3.5,23.0,30000.0,<50K,18-20
2021,Male,21,2021.0,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,60,No,No,No,Programming,1,"Software, Artificial Intelligence",Single,No,Family,No,2.11,No,3.0,26.0,50000.0,50K-100K,21-22
2018,Male,23,2017.0,BCSE,12,No,Yes,7,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development skill(Frontend),4,Software,Single,No,Bachelor,No,2.86,No,3.26,125.0,15000.0,<50K,23-24
2022,Male,21,2020.0,BCSE,2,No,No,5,3,Offline,Yes,No,4,Basic,60,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,0.5,No,0.0,2.0,50000.0,50K-100K,21-22
2022,Male,20,2020.0,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,30,Software,Single,No,Family,No,2.52,No,0.0,12.0,50000.0,50K-100K,18-20
2021,Male,21,2019.0,BCSE,3,No,Yes,4,1,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,3,Full stack web development,Single,No,Family,No,3.72,No,3.71,25.0,60000.0,50K-100K,21-22
2019,Female,22,2018.0,BCSE,11,Yes,No,5,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,System analysis,1,Hardware,In a relationship,Yes,Family,No,2.8,No,3.35,120.0,68000.0,50K-100K,21-22
2020,Female,21,2019.0,BCSE,6,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,99,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.98,No,3.99,58.0,40000.0,<50K,21-22
2021,Male,21,2019.0,BCSE,3,Yes,No,1,1,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Programming,1,Software,Single,No,Family,Yes,3.03,No,2.94,25.0,50000.0,50K-100K,21-22
2019,Female,22,2017.0,BCSE,11,No,No,3,2,Offline,Yes,Yes,4,Intermediate,95,No,No,Yes,Web development skill(Frontend),1,Machine Learning / Deep Learning,Single,No,Family,Yes,3.34,No,3.18,120.0,40000.0,<50K,21-22
2021,Female,21,2020.0,BCSE,2,Yes,Yes,8,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Software  Development skill,1,Software,Single,Yes,Family,No,3.39,No,3.39,12.0,50000.0,50K-100K,21-22
2019,Female,23,2018.0,BCSE,11,No,Yes,3,2,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Web development skill(Frontend),1,"Software, Hardware, NETWORKING",Single,No,Family,No,3.78,No,3.55,141.0,23000.0,<50K,23-24
2019,Male,24,2019.0,BCSE,5,No,Yes,2,2,Offline,Yes,Yes,8,Basic,100,Yes,No,Yes,Programming,5,Creating a game using a program language,Single,No,Family,No,1.05,No,2.97,42.0,50000.0,50K-100K,23-24
2021,Female,20,2020.0,BCSE,3,No,No,2,3,Offline,Yes,Yes,4,Basic,85,Yes,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,2.06,No,2.2,23.0,50000.0,50K-100K,18-20
2022,Female,20,2020.0,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,95,No,No,No,Programming,2,"Software, Artificial Intelligence",Single,No,Family,No,3.67,No,3.37,11.0,45000.0,<50K,18-20
2021,Female,19,2020.0,BCSE,2,No,Yes,5,8,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,3,Artificial Intelligence,Single,Yes,Family,No,3.78,No,0.0,11.0,50000.0,50K-100K,18-20
2020,Female,20,2019.0,BCSE,2,Yes,No,1,1,Online,Yes,Yes,1,Intermediate,70,Yes,No,No,No skills,1,Machine Learning / Deep Learning,In a relationship,Yes,Family,Yes,1.63,No,2.61,79.0,60000.0,50K-100K,18-20
2021,Male,21,2020.0,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,6,Basic,70,No,No,Yes,Programming,2,UI/UX,Single,Yes,Bachelor,No,3.17,No,3.39,22.0,40000.0,<50K,21-22
2021,Female,20,2019.0,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Memorizing,2,"Data Science, BCS",Single,No,Family,Yes,3.82,No,3.91,23.0,100000.0,100K-200K,18-20
2021,Male,22,2019.0,BCSE,3,Yes,Yes,2,3,Online,Yes,Yes,2,Intermediate,92,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.79,No,3.89,23.0,35000.0,<50K,21-22
2019,Female,23,2017.0,BCSE,11,No,Yes,3,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Web development skill(Frontend),2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,3.76,No,3.62,120.0,33000.0,<50K,23-24
2020,Male,21,2019.0,BCSE,8,Yes,No,5,3,Offline,Yes,Yes,4,Basic,100,No,No,Yes,"Programming, Web development skill(Frontend)",2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,Yes,3.74,No,3.91,88.0,15000.0,<50K,21-22
2022,Male,20,2020.0,BCSE,1,Yes,No,1,1,Offline,Yes,Yes,2,Basic,98,No,No,Yes,Trying to learn,1,"Software, NETWORKING, Artificial Intelligence",Single,Yes,Bachelor,No,2.74,No,3.37,87.0,20000.0,<50K,18-20
2022,Male,20,2019.0,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,30,Basic,99,Yes,No,Yes,"Programming, Software  Development skill, Cyber security, 2D/3D animation, Grafix design",2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,No,5.0,No,3.37,13.0,50000.0,50K-100K,18-20
2021,Female,21,2020.0,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,No,Programming,1,Software,Single,No,Family,No,3.38,No,3.2,23.0,50000.0,50K-100K,21-22
2022,Male,22,2015.0,BCSE,2,Yes,No,2,2,Online,Yes,Yes,1,Basic,95,Yes,No,Yes,Programming,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,Yes,2.1,No,2.1,14.0,25000.0,<50K,21-22
2020,Female,21,2019.0,BCSE,8,Yes,No,3,1,Offline,Yes,Yes,5,Intermediate,80,Yes,No,No,Web development skill(Frontend),1,Data Science,Single,Yes,Bachelor,No,2.72,No,2.25,62.0,60000.0,50K-100K,21-22
2022,Male,20,2019.0,BCSE,2,No,No,2,2,Offline,Yes,Yes,3,Basic,90,No,Yes,Yes,Networking,2,NETWORKING,Single,No,Bachelor,No,3.1,No,3.1,12.0,20000.0,<50K,18-20
2020,Female,20,2020.0,BCSE,2,Yes,Yes,2,3,Offline,Yes,Yes,12,Intermediate,80,No,No,No,Photography & videography,1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Engaged,Yes,Bachelor,Yes,3.21,No,3.21,12.0,50000.0,50K-100K,18-20
2022,Female,19,2021.0,BCSE,1,Yes,Yes,6,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,2.74,No,3.37,0.0,70000.0,50K-100K,18-20
2022,Female,19,2021.0,BCSE,1,Yes,No,3,2,Offline,Yes,No,2,Basic,90,No,No,No,Programming,1,"Software, Artificial Intelligence",Single,No,Family,No,2.74,No,3.37,11.0,50000.0,50K-100K,18-20
2022,Male,21,2020.0,BCSE,2,No,No,1,1,Offline,Yes,Yes,4,Basic,95,Yes,No,Yes,Programming,1,"Software, NETWORKING, UI/UX",Single,Yes,Bachelor,No,3.9,No,3.9,11.0,30000.0,<50K,21-22
2022,Female,20,2020.0,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,30,Artificial Intelligence,Single,No,Family,No,3.03,No,3.03,12.0,90000.0,50K-100K,18-20
2018,Female,23,2017.0,BCSE,2,No,Yes,7,1,Offline,Yes,Yes,5,Intermediate,60,Yes,No,No,Cyber security,2,Artificial Intelligence,In a relationship,Yes,Bachelor,Yes,2.59,No,2.56,133.0,30000.0,<50K,23-24
2021,Female,19,2020.0,BCSE,3,Yes,Yes,5,2,Offline,Yes,Yes,4,Intermediate,99,No,No,Yes,Programming,3,"Software, Hardware, NETWORKING, Data Science",Single,No,Family,No,3.45,No,3.295,25.0,25000.0,<50K,18-20
2022,Male,20,2021.0,BCSE,2,No,Yes,1,1,Offline,Yes,No,4,Basic,85,No,No,No,Programming,1,Software,Single,Yes,Family,No,3.6,No,3.6,11.0,50000.0,50K-100K,18-20
2022,Female,20,2020.0,BCSE,2,No,No,6,6,Online,Yes,Yes,1,Basic,98,Yes,No,Yes,Web development skill(Backend),5,Software,Single,Yes,Bachelor,No,3.53,No,3.53,11.0,40000.0,<50K,18-20
2020,Female,20,2019.0,BCSE,8,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,99,No,No,Yes,Programming,1,Machine Learning / Deep Learning,Single,Yes,Family,No,3.86,No,3.69,90.0,50000.0,50K-100K,18-20
2022,Female,19,2020.0,BCSE,2,No,Yes,3,2,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,2,Artificial Intelligence,Single,Yes,Family,No,3.48,No,2.4,11.0,25000.0,<50K,18-20
2021,Male,21,2019.0,BCSE,5,No,No,2,1,Online,Yes,Yes,1,Intermediate,98,No,No,No,"Programming, SEO",6,"Software, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science, Block Chain development ",Single,No,Bachelor,No,3.7,No,3.77,54.0,30000.0,<50K,21-22
2022,Female,20,2020.0,BCSE,2,No,Yes,3,1,Offline,Yes,Yes,1,Advance,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.84,No,3.84,11.0,50000.0,50K-100K,18-20
2020,Female,21,2019.0,BCSE,8,No,Yes,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development skill(Backend),3,Software,Single,No,Family,No,3.4,No,3.29,85.0,60000.0,50K-100K,21-22
2021,Female,21,2020.0,BCSE,2,Yes,No,12,4,Offline,Yes,No,2,Intermediate,100,No,No,Yes,Programming,12,Software,Single,Yes,Bachelor,No,3.7,No,3.7,11.0,30000.0,<50K,21-22
2020,Male,22,2019.0,BCSE,6,No,Yes,4,3,Offline,Yes,Yes,4,Advance,85,No,No,Yes,Programming,2,Data Science,In a relationship,No,Family,No,3.02,No,3.2,70.0,20000.0,<50K,21-22
2021,Male,20,2020.0,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Web development skill(Backend),1,Software,Single,No,Bachelor,No,3.48,No,2.98,23.0,20000.0,<50K,18-20
2022,Male,20,2020.0,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,2,Advance,90,No,No,Yes,Programming,2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,3.53,No,3.53,13.0,40000.0,<50K,18-20
2020,Female,19,2019.0,BCSE,8,Yes,Yes,4,1,Offline,Yes,Yes,2,Advance,90,No,No,No,Programming,3,Data Science,Single,No,Bachelor,No,3.06,No,3.41,87.0,30000.0,<50K,18-20
2021,Male,20,2020.0,BCSE,2,No,No,2,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,"Programming, Web development skill(Frontend), Networking",1,"Software, Hardware, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,2.74,No,3.9,11.0,20000.0,<50K,18-20
2022,Female,20,2018.0,BCSE,1,No,No,2,2,Offline,Yes,No,4,Intermediate,95,No,No,Yes,Networking,0,Software,Single,No,Bachelor,Yes,2.74,No,3.37,0.0,50000.0,50K-100K,18-20
2019,Female,20,2019.0,BCSE,9,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,99,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",4,Software,Single,Yes,Family,No,3.19,No,3.37,101.0,40000.0,<50K,18-20
2022,Female,21,2020.0,BCSE,2,No,No,4,2,Online,Yes,Yes,2,Basic,95,Yes,No,Yes,Programming,4,"Software, Hardware",Single,Yes,Bachelor,Yes,2.74,No,3.37,11.0,30000.0,<50K,21-22
